Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
Watermark2014 8d Yquem 2007 JPEG.jpg|RP 98 |M0000094|d Yquem|1er Cru Superieur|2010|Sauternes|HK$ 4,999.0|France||6|Sweet White|5699|750ml
||M0000107|Domaine Moltes Riesling reserve Gewurztraminer Grand Cru||2010|Alsace|HK$ 298.0|France||0|White wine|5700|750ml
Watermark2014 9De Bortoli Lorimer Shiraz.jpg||M0000108|De Bortoli Lorimer Shiraz||2010|New South Wales|HK$ 100.0|Australia||0|Red wine|5701|750ml
|RP 98 |M0000109|Angelus|1er GCC A|2010|St. Emilion|HK$ 2,850.0|France||6|Red wine|5702|750ml
Watermark2014Cheval Blanc 1993 JPEG.jpg|RP 100 |M0000111|Cheval Blanc|1er GCC A|2010|St. Emilion|HK$ 10,150.0|France||24|Red wine|5703|750ml
Watermark2014Dom. Comte Georges de Vogue 1er Cru 2010 jpeg.jpg|RP 94 |M0000120|Dom. Comte Georges de Vogue 1er Cru|1er Cru|2010|Burgundy|HK$ 2,050.0|France||1|Red wine|5704|750ml
Watermark2014 3Pyrenees Ridge Reserve Cabernet Sauvignon 2010 JPEG.jpg|JH 94 |M0000151|Pyrenees Ridge Reserve Cabernet Sauvignon||2010|Victoria|HK$ 350.0|Australia|Matured in French and American oak barriques for 24 months, soft fine grained tannins,rich fruit and a smooth velvety finish|25|Red wine|5705|750ml
Watermark2014 4Sorby Adams Farmers Market NZ Sauv Blanc 2010 JPEG.jpg||M0000161|Sorby Adams Farmers Market NZ Sauv Blanc||2010|Marlborough|HK$ 168.0|New Zealand|In the nose Fresh, intense aromas of tropical fruits, lemon, grapefruit and gooseberry fruit with hints of lemon curd, nettle, tomato leaf and nougat. In the mouth with  passionfruit, paw paw, lemon and gooseberry flavours gliding across the palate, a hints of nettle, clotted cream, nougat and herbs moves with towards a finish|110|White wine|5706|750ml
Watermark2014 4Sorby Adams Jellicoe Amelia 2010 JPEG.jpg|JH 90 |M0000162|Sorby Adams Jellicoe Amelia||2010|Eden Valley|HK$ 250.0|Australia|Bright quartz-green; this wine is full of flavour.|74|White wine|5707|750ml
Watermark2014 5Sirius Rouge 2010 375ml JPEG.jpg||M0000171|Sirius Rouge|AOC|2010|Bordeaux|HK$ 80.0|France|An intense red hue in harmony with the bouquet in which roasted, toasty notes leave plenty of scope for the fruit to show through. Plenty of finesse on attack, followed by smooth tannins denoting fine-quality grapes and excellent craftsmanship.|76|Red wine|5708|375ml
Watermark2014 5Sirius Rouge 2010 JPEG.jpg||M0000198|Sirius Rouge|AOC|2010|Bordeaux|HK$ 120.0|France||771|Red wine|5709|750ml
Watermark2014 5Alter Ego de Palmer 2010 JPEG.jpg|RP 91 |M0000202|Alter Ego de Palmer|2nd wine of Palmer|2010|Margaux|HK$ 599.0|France||11|Red wine|5710|750ml
Watermark2014 8Batailley 2010 JPEG.jpg|RP 92, WS 91 |M0000213|Batailley|5eme Cru|2010|Pauillac|HK$ 470.0|France||8|Red wine|5711|750ml
Watermark2014 3Bernadotte 2010 JPEG.jpg|WS 89 |M0000218|Bernadotte|AOC|2010|Haut Medoc|HK$ 199.0|France|Recently sold to a Chinese entrepreneur, in 2010 this estate produced a blend of 52% Cabernet Sauvignon and 48% Merlot. The wine is deep and clearly a sleeper of the vintage, with loads of fruit, glycerin and extract. Its excellent purity and loads of spi|23|Red wine|5712|750ml
Watermark2014 2Brane Cantenac 2010 JPEG.jpg|RP 95+, WS 93 |M0000224|Brane Cantenac|2eme Cru|2010|Margaux|HK$ 699.0|France|With a gorgeously evolved, extremely complex bouquet of forest floor, spring flowers, lead pencil shavings and red and black currants, this full-bodied, dense, ruby/plum/purple-colored wine hits the palate with an opulent, fleshy, full-bodied richness, si|8|Red wine|5713|750ml
Watermark2014 2Canon La Gaffeliere 2010 JPEG.jpg|RP 95, WS 96 |M0000229|Canon La Gaffeliere|1er GCC B|2010|St. Emilion|HK$ 950.0|France|This wine shows wonderfully exotic tapenade, licorice, Christmas fruitcake, cedar wood, blackberry and sweet cherry notes in its strikingly provocative aromatics. On the palate, the wine is dense and full-bodied, with stunning concentration, purity, texture and length. It is full-bodied, silky smooth and seems to have more in common with the 2009 than one might expect, although the freshness and tannin levels are slightly more elevated. Drink it over the next 20+ years. 2013-2033 An absolutely spectacular success once again from proprietor Stephan von Niepperg. Gilles Pauquet is the consultant and has done an exemplary job with this particular estate.|11|Red wine|5714|750ml
Watermark2014 2Cantenac Brown 2010 JPEG.jpg|RP 94+, WS 92 |M0000231|Cantenac Brown|3eme Cru|2010|Margaux|HK$ 488.0|France|The greatest Cantenac Brown I have ever tasted, the 2010 is one for the ages. Dense purple, with an extraordinary nose of sweet forest floor, blackberry jam, pen ink and graphite, this wine soars from the glass, giving it an aromatic dimension and intensity I have never seen from this estate. The tannins are present, as they are in most Cantenac Browns, but the wine’s sweetness, broad, skyscraper-like mouthfeel, dense, purple color and spectacular length (close to a minute) make this a giant classic and a fabulous sleeper of the vintage that still remains under-priced, considering how great its potential may be. This is a wine for those with cold cellars and youthful DNA. It is going to need at least a decade of cellaring and should last for 20-40 years. A classic! 2023-2063|9|Red wine|5715|750ml
Watermark2014 3Du Tertre 2010 JPEG.jpg||M0000239|Du Tertre|5eme Cru|2010|Margaux|HK$ 330.0|France||10|Red wine|5716|750ml
Watermark2014 3Pedesclaux 2010 JPEG.jpg|RP 89 |M0000240|Pedesclaux|5eme Cru|2010|Pauillac|HK$ 350.0|France|This final blend of 55% Cabernet Sauvignon, 40% Merlot and the rest Cabernet Franc hit 13.5% natural alcohol. Never one of my favorite wines, the 2010 is certainly a major, if not dramatic, improvement. Deep, subtle, herbaceous black currant fruit, cedar and Christmas fruitcake jump from the glass of this medium to full-bodied, ripe, well-made wine, which displays some subtle oak as well as excellent ripeness, texture and length. It should drink well for at least 15 or more years. This under-achieving estate, which is under the same management as Chateau Lilian Ladouys, seems to have made a huge step forward with this wine. 2013-2028|27|Red wine|5717|750ml
|RP 90, WS 93 |M0000248|Clos du Marquis|AOC|2010|Saint Julien|HK$ 470.0|France|With the alcohol hitting 13.6% in a blend of 75% Cabernet Sauvignon, 17% Merlot and 8% Cabernet Franc, this wine displays plenty of sweet kirsch, licorice and black currant fruit in a classy, seductive style, with medium to full body, soft but abundant tannins and a long finish. It does indeed possess the elegance and finesse of its bigger sibling, Leoville Las Cases. Drink it over the next 10-15 years. Clos de Marquis is no longer a second wine, but rather one from a separate vineyard in the holdings of Leoville Las Cases. It should be thought of as a different entity, although the same winemaking team and philosophy are at play. 2013-2028|12|Red wine|5718|750ml
Watermark2014 3Cos d Estournel 2010 JPEG.jpg|RP 99 |M0000255|Cos d Estournel|2eme Cru|2010|St. Estephe|HK$ 2,300.0|France||12|Red wine|5719|750ml
Watermark2014 3Crabitey 2010 JPEG.jpg||M0000259|Crabitey|AOC|2010|Graves|HK$ 228.0|France||49|Red wine|5720|750ml
Watermark2014 2De Fieuzal Blanc 2010 JPEG.jpg||M0000266|De Fieuzal Blanc||2010|Pessac Leognan|HK$ 460.0|France||18|White wine|5721|750ml
Watermark2014 2De Fieuzal Rouge 2010 JPEG.jpg||M0000268|De Fieuzal Rouge|Grand Cru de Graves|2010|Pessac Leognan|HK$ 400.0|France||24|Red wine|5722|750ml
Watermark2014 2La Gaffeliere 2010 JPEG.jpg||M0000292|La Gaffeliere|Grand Cru Classes|2010|St. Emilion|HK$ 899.0|France|An absolutely spectacular effort, the 2009 is one of the all-time great La Gaffelieres produced. One would have to go back to the 2005, 1947 or 1961 to find this level of quality from this ancient, historic vineyard planted adjacent to the walls of St.-Emilion, on the Cote Pavie. Dating back to the 1400s, this estate has been owned for over three centuries by the Malet-Roquefort family. Composed of 80% Merlot and 20% Cabernet Franc (in the past it was two-thirds Merlot and the rest split between Cabernet Sauvignon and Cabernet Franc), the 2009 reveals compelling elegance, tremendous intensity and opulence and more viscosity than one normally sees. Lots of kirsch, licorice, incense, truffle, asphalt, blackberry and cassis notes dominate the aromatics and flavors of this full-bodied, viscous, fabulously pure, flamboyant St.-Emilion. Drinking it now may be considered infanticide by some consumers, but it is already attractive, and should last for 3-4 decades. 2012-2052|24|Red wine|5723|750ml
Watermark2014 6La Louviere Blanc 2010 JPEG.jpg||M0000294|La Louviere Blanc||2010|Pessac Leognan|HK$ 398.0|France|The only screw cap-finished wine from Pessac-Leognan, it reveals lots of melon, fig, lemon zest and a hint of orange rind.|12|White wine|5724|750ml
Watermark2014 6Le Cygne de Fonreaud 2010 JPEG.jpg||M0000302|Le Cygne de Fonreaud||2010|Bordeaux|HK$ 199.0|France||4|White wine|5725|750ml
Watermark2014 2Prieure Lichine 2010 JPEG.jpg||M0000317|Prieure Lichine|4eme Cru|2010|Margaux|HK$ 499.0|France|Dense purple, with loads of blueberry and blackberry fruit as well as hints of smoke and subtle charred wood, this wine is expansive, round, generous, lush and multi-dimensional. This beauty can be drunk now or cellared for 15-20 years. A beautiful example of wine from this estate, which is using well-known consultant Stephane Derenoncourt, finished 2010 at 14.5% natural alcohol, and seems to be one of the sexier, more developed and evolved styles of the vintage.|4|Red wine|5726|750ml
Watermark2014 3Reserve de la Comtesse 2010 JPEG.jpg||M0000324|Reserve de la Comtesse|2nd wines of Pichon Lalande|2010|Pauillac|HK$ 450.0|France|Vibrant and silky, this slides down almost too easily, with delicious red and black currant fruit laced with hints of anise, violet and black tea. A flicker of singed balsa wood keeps the finish going along. Best from 2022 through . –JM|2|Red wine|5727|750ml
Watermark2014 2Rouget 2010 JPEG.jpg||M0000327|Rouget|AOC|2010|Pomerol|HK$ 499.0|France|An absolutely stunning example from this up-and-coming estate, which has been performing on all cylinders of late, the 2010 Rouget has a dense plum/purple color, a beautifully sweet, expansive nose of spice box and a touch of toasty oak as well as copious quantities of black currants, cherries and plum. Supple and full-bodied, with a powerful mouthfeel and a hint of graphite, this is a deep rich, full-throttle, very sexy and opulent Rouget to drink over the next 15 or more years. 2013-2028|23|Red wine|5728|750ml
Watermark2014 5Sirius Rouge 2010 1500ml JPEG.jpg||M0000328|Sirius|AOC|2010|Bordeaux|HK$ 199.0|France|An intense red hue in harmony with the bouquet in which roasted, toasty notes leave plenty of scope for the fruit to show through. Plenty of finesse on attack, followed by smooth tannins denoting fine-quality grapes and excellent craftsmanship.|68|Red wine|5729|1500ml
Watermark2014 6Villars 2010 JPEG.jpg|RP 90 |M0000331|Villars|AOC|2010|Fronsac|HK$ 199.0|France|A terrific wine from proprietor Thierry Gaudrie, this wine, which has a similar blend to the La Vieille Cure (73% Merlot, 18% Cabernet Franc and the rest Cabernet Sauvignon), has an inky purple color and a big, sweet kiss of blueberry liqueur intermixed with creme de cassis, camphor, licorice and a hint of graphite. Full-bodied, rich and unctuously textured, this is a seriously endowed Fronsac to drink over the next 15+ years.|11|Red wine|5730|750ml
Watermark2014 3Pomeys 2010 JPEG.jpg||M0000337|Pomeys|AOC|2010|Moulis|HK$ 188.0|France|Offers dark cherry and tobacco notes, with a good dose of toast and a medium-weight, fleshy finish. Not big, but shows good typicity. Drink now through 2014. 2,500 cases made. –JM|15|Red wine|5731|750ml
Watermark2014 9Liber Pater 2010 JPEG.jpg|RP 90 |M0000344|Liber Pater|AOC|2010|Graves|HK$ 43,800.0|France|The wine exhibits loads of forest floor, red and black currants, licorice, and lead pencil notes in a medium to full-bodied, rich, concentrated style.|2|Red wine|5732|750ml
Watermark2014 8Domaine Gros Frere et Soeur Echezeaux Grand Cru 2010 JPEG.jpg||M0000347|Domaine Gros Frere et Soeur Echezeaux Grand Cru|Grand Cru|2010|Burgundy|HK$ 999.0|France||2|Red wine|5733|750ml
||M0000362|Giscours|3eme Cru|2010|Margaux|HK$ 580.0|France|I thought this could be even more spectacular than it is, given the way the 2010 from Giscours performed from the barrel, but it is certainly outstanding. A beautiful wine, stunningly opulent, accessible and almost atypically forward, it is plump and delicious already, and in that sense, it is almost reminiscent of the 2009. Deep ruby/plum/purple, with juicy black raspberry and black currant fruit as well as hints of cedar, licorice, forest floor and underbrush, the 2010 is medium to full-bodied, layered, round and impossible to resist already. It should drink beautifully for 20-25 years. 2013-2038|0|Red wine|5734|750ml
Watermark2014Lascombes 2010jpg.jpg|RP96 |M0000383|Lascombes|2eme Cru|2010|Margaux|HK$ 880.0|France|The wine hits all cylinders in 2010. The average alcohol for the bottled wine is 14%. It has a gorgeously sweet nose of creme de cassis, spring flowers, subtle barbecue smoke and charcoal followed by full body, beautiful intensity, great purity, stature and length. The influence of any oak is minimal, despite the fact that 90% new French oak was used. Needless to say, this is an example of modern-styled winemaking at it’s finest, and arguments that such wines will not age well, do not represent their terroir , and are soul-less, are totally groundless. Give it 5 or so years of cellaring and drink it over the following 25-30 years. This is one of the great Margaux wines of the vintage. 2018-2048 Probably the greatest Lascombes made to date, the 2010 is a blend of 55% Merlot, 45% Cabernet Sauvignon and the rest Petit Verdot. The production from this huge estate totals nearly 400,000 bottles|14|Red wine|5735|750ml
Watermark2014 3Le Clarence de Haut Brion 2010 JPEG.jpg||M0000391|Le CLARENCE DE HAUT BRION|2nd wine of Haut Brion|2010|Pessac Leognan|HK$ 999.0|France|The second wine of Haut-Brion is now called Le Clarence de Haut-Brion, and the 2010 is among the finest I have tasted there. It is a broad, powerful and more muscular wine than its cross-street rival, La Chapelle de la Mission, but all the same, it is wonderfully fresh and precise, with notes of blueberry and boysenberry as well as hints of smoke and wet stones. Endowed with gorgeous fruit, texture, purity and elegance, this relatively dense second wine demonstrates how draconian the selection process has become for the top estates in Bordeaux in recent years. The blend of this wine is 52% Merlot, 36% Cabernet Sauvignon and the rest mostly Cabernet Franc with just a touch of Petit Verdot. I would expect it to last at least 20 years, which is remarkable. Kudos to the team at Haut-Brion and to the proprietors, the Dillon family, who are now represented admirably and meticulously by Prince Robert of Luxembourg. He has made some changes, and all of them seem to have resulted in dramatic improvements to what was already an astonishing group of wines. 2013-2033|16|Red wine|5736|750ml
Watermark2014 2Le Petit Cheval 2010 JPEG.jpg|RP 94 |M0000392|Le Petit Cheval|2nd wine of Cheval Blanc|2010|St. Emilion|HK$ 2,050.0|France|The best second wine I have ever tasted from Cheval Blanc is the 2010 Le Petit Cheval. This wine is essentially three-fourths Merlot and the rest Cabernet Franc. Rivaling the brilliant 2009, thirty percent of the production from this monstrously sized estate made it into this wine, which offers up plenty of white chocolate, cassis and mulberry as well as a hint of roasted herbs. With fleshy, round flavors, full-bodied texture and an amazing finish, this is no second wine, and considerably better than some of the Cheval Blancs of the 1960s and 1970s! Drink it over the next 15 or so years. 2013-2028|36|Red wine|5737|750ml
Watermark2014 3Lynch Bages 2010 JPEG.jpg|RP 98 |M0000402|Lynch Bages|5eme Cru|2010|Pauillac|HK$ 1,350.0|France|The 2010 Lynch Bages is an absolutely brilliant wine, and somewhat reminiscent at this stage in its development of the profound 1989. Jean-Charles Cazes, who took over for his father a number of years ago, has produced a magnificent wine with the classic creme de cassis note intermixed with smoke, graphite and spring flowers. It is a massive Lynch Bages, full-bodied and very 1989-ish, with notable power, loads of tannin, and extraordinary concentration and precision. This is not a Lynch Bages to drink in its exuberant youth, but one to hold on to for 5-6 years and drink over the following three decades. 2018-2048|36|Red wine|5738|750ml
Watermark2014 9Malescot St Exupery 2010 JPEG.jpg||M0000403|Malescot St Exupery|3eme Cru|2010|Margaux|HK$ 828.0|France|the 2010 Malescot St.-Exupery continues to show virtually no toasty oak, given the impeccable balance and full-bodied, full-throttle style it possesses. Black raspberries, creme de cassis and spring floral notes intermixed with forest floor and a hint of charcoal are followed by an opulent, sexy, full-bodied wine whose tannins have become much sweeter, while the wine is less restrained yet still exuberant and impressive. Extraordinarily long, rich.|6|Red wine|5739|750ml
Watermark2014 3Nenin 2010 JPEG.jpg||M0000413|Nenin|AOC|2010|Pomerol|HK$ 599.0|France|The outstanding 2010 Nenin (82% Merlot and 18% Cabernet Franc) displays more boysenberry, mocha and black currants. With nearly 14% natural alcohol, it possesses plenty of glycerin, loads of fruit, and broad, classic notes of licorice and plums. This wine should be drinkable in 2-4 years and last for 15 or more. 2015-2030|5|Red wine|5740|750ml
Watermark2014 8Pontet Canet 2010 JPEG.jpg|RP 99 |M0000419|Pontet Canet|5eme Cru|2010|Pauillac|HK$ 1,999.0|France|Creme de cassis, there are also some violets and other assorted floral notes. The wine has off-the-charts massiveness and intensity but never comes across as heavy, overbearing or astringent. The freshness, laser-like precision, and full-bodied, massive richness and extract are simply remarkable to behold and experience.|6|Red wine|5741|750ml
|RP 94 |M0000554|Egon Muller Scharzhofberger Auslese|Auslese|2010|Mosel|HK$ 3,980.0|Germany||2|Sweet White|5742|750ml
||M0000567|Clos de Landiras|AOC|2010|Graves|HK$ 390.0|France||118|Red wine|5743|750ml
Watermark2014Les Carmes de Rieussec 2010jpg.jpg||M0000573|Les Carmes de Rieussec|2nd wine|2010|Sauternes|HK$ 195.0|France||21|Sweet White|5744|750ml
Watermark2014 8Batailley 2010 JPEG.jpg|RP87, WS88 |M0000577|Beaumont|AOC|2010|Haut Medoc|HK$ 150.0|France|This large estate has produced a blend of 53% Cabernet Sauvignon and 46% Merlot and the rest Petit Verdot offering up notes of roasted herbs and licorice, red and black currants. Medium-bodied, relatively lush and fruity in style.?|4|Red wine|5745|750ml
Watermark2014Camensac 2010 JPEG.jpg|RP87 WS88 |M0000581|Camensac|4eme Cru|2010|Haut Medoc|HK$ 230.0|France|A strong effort from this large estate, Camensac’s 2010 offers up classic Bordeaux notes of tobacco leaf, licorice, red and black currants, and some spicy oak. It has light to medium tannin, medium body, and good purity and cleanliness.|0|Red wine|5746|750ml
Watermark2014Carbonnieux Blanc 2009 JPEG.jpg|RP92 |M0000582|Carbonnieux Blanc|AOC|2010|Pessac Leognan|HK$ 290.0|France|The 2009s tend to be less classic than 2007, but more exotic, honeyed, and higher in alcohol, with compelling richness.|0|White wine|5747|750ml
Watermark2014Croizet Bages 2010 JPEG.jpg|RP89 WS87 |M0000585|Croizet Bages|5eme Cru|2010|Pauillac|HK$ 340.0|France|Deep ruby/plum/purple, with a classic nose of black currants, cedar, Christmas fruitcake and licorice, this wine is flavorful, savory medium to full-bodied, with silky tannin. This is one of the last classified growths to get its act together, and kudos to them.|12|Red wine|5748|750ml
||M0000587|Fombrauge|Grand Cru Classes|2010|St. Emilion|HK$ 260.0|France|The grapes were picked late, and that has given the wine wonderful ripeness and plenty of chocolaty espresso notes intermixed with incense, black cherries and black currants. The oak is subtle, and the wine full-bodied, attractive, deep, round and generous.|21|Red wine|5749|750ml
Watermark2014Sociando Mallet 2010jpg.jpg||M0000594|Sociando Mallet|AOC|2010|Haut Medoc|HK$ 320.0|France||22|Red wine|5750|750ml
||M0000599|Le Chevalier de Lascombes|2nd wine|2010|Margaux|HK$ 270.0|France||17|Red wine|5751|750ml
|RP 92 |M0000609|Clos Badon Thunevin|Grand Cru Classes|2010|St. Emilion|HK$ 550.0|France|Dense plum/purple, with notes of graphite, black raspberry, black cherry and licorice, the wine also has a hint of incense and subtle oak. With plenty of body and impressive precision as well as purity and length, it is accessible now but should hit its prime in 2-3 years and last for up to 15. A parcel not far from Canon La Gaffeliere and the Cote Pavie, this nearly 17+ acre vineyard has produced what seems to me to be the best Clos Badon that Jean-Luc Thunevin has yet made.|61|Red wine|5752|750ml
Watermark2014 6Lagrange 1998 JPEG.jpg||M0000621|Lagrange|3eme Cru|2010|St. Julien|HK$ 520.0|France||12|Red wine|5753|750ml
Watermark2014 9Leoville Lascases 1994.jpg|RP 98 |M0000622|Leoville Las Cases|2eme Cru|2010|Saint Julien|HK$ 2,350.0|France||6|Red wine|5754|750ml
|RP 97 |M0000626|Pichon Lalande|2eme Cru|2010|Pauillac|HK$ 1,580.0|France||40|Red wine|5755|750ml
Watermark2014 2Solaia 2009 JPEG.jpg|RP 97 |M0000680|Solaia|IGT|2010|Toscane|HK$ 1,800.0|Italy||24|Red wine|5756|750ml
|RP 94 |M0000697|Talbot|4eme Cru|2010|Saint Julien|HK$ 598.0|France||12|Red wine|5757|750ml
|RP 85 |M0000701|Le Petit Lion|2nd wine|2010|Saint-Julien||France||12|Red wine|5758|750ml
Watermark2014Mouton Rothschild 1994jpg.jpg|RP 100 |M0000705|Mouton Rothschild|1er Cru|2010|Pauillac|HK$ 7,800.0|France||24|Red wine|5759|750ml
||M0000713|Valandraud|1er GCC B|2010|St. Emilion||France||0|Red wine|5760|750ml
Watermark2014 8Le Pin 2005 JPG.jpg||M0000718|Le Pin|AOC|2010|Pomerol||France||0|Red wine|5761|750ml
|RP 98 |M0000720|Trotanoy|AOC|2010|Pomerol|HK$ 2,700.0|France||12|Red wine|5762|750ml
Watermark2014 9Chateau Haut Brion 1992.jpg|RP 100 |M0000728|Haut Brion|1er Cru|2010|Pessac Leognan|HK$ 8,500.0|France||12|Red wine|5763|750ml
||M0000745|Chateauneuf du Pape Da Capo 2010 Domaine du Pegau|AOC|2010|Rhone||France||0|Red wine|5764|750ml
Watermark2014 9Petrus 2005.jpg|RP 98 |M0000751|Petrus|AOC|2010|Pomerol|HK$ 36,800.0|France||12|Red wine|5765|750ml
||M0000805|Aussieres Rough|AOC|2010|lanuguedoc-Roussillon|HK$ 120.0|France||0|Red wine|5766|750ml
||M0000820|Purcari Pinot Noir||2010|Mordoviya|HK$ 160.0|Eastern Europe||1|Red wine|5767|750ml
||M0000822|Teliani Valley Mukuzani||2010|Georgia|HK$ 160.0|Eastern Europe||2|Red wine|5768|750ml
Watermark2014 8Clerc Milon 2001 JPEG.jpg||M0000827|Clerc Milon|5eme Cru|2010|Pauillac||France||0|Red wine|5769|750ml
Watermark2014 9DB Traminer Riesling.jpg||M0000024|DB Traminer Riesling||2011|New South Wales|HK$ 120.0|Australia||5|White wine|5770|750ml
Watermark2014 7Hoggies Riesling 2011 JPEG.jpg|JH 85 |M0000032|Hoggies Riesling||2011|Victoria|HK$ 168.0|Australia|Bright colour; a sweet and sour concoction of candied citrus and fresh lime; off-dry with a touch of fennel on the palate, ultimately pulling up a little short on the finish.|4|White wine|5771|750ml
||M0000041|Dr Hermann H Riesling||2011|Mosel|HK$ 128.0|Germany||0|White wine|5772|750ml
Watermark2014 9Luis Felipe Edwards Chardonnay.jpg||M0000043|Luis Felipe Edwards Chardonnay||2011|Central Valley|HK$ 78.0|Chile||2|White wine|5773|750ml
Watermark2014 9De Bortoli Willowglen Moscato 2011 (1).jpg||M0000063|De Bortoli Willowglen Moscato||2011|New South Wales|HK$ 80.0|Australia||2|White wine|5774|750ml
||M0000065|De Bortoli Lorimer Chardonnay||2011|New South Wales|HK$ 70.0|Australia||0|White wine|5775|750ml
||M0000066|De Bortoli Lorimer Sem Sauvignon Blanc||2011|New South Wales|HK$ 70.0|Australia||0|White wine|5776|750ml
||M0000068|Grange du Midi Merlot|VDP|2011|Bordeaux|HK$ 55.0|France||0|Red wine|5777|750ml
Watermark2014 9Luis Felipe Edwards Merlot.jpg||M0000077|Luis Felipe Edwards Merlot||2011|Central Valley|HK$ 78.0|Chile||3|Red wine|5778|750ml
||M0000105|Domaine Gros Frere et Soeur Bourgogne Hautes|AOC|2011|Burgundy|HK$ 218.0|France||0|Red wine|5779|750ml
Watermark2014 3Pyrenees Ridge Cabernet Sauvignon 2011 JPEG.jpg||M0000148|Pyrenees Ridge Cabernet Sauvignon||2011|Victoria|HK$ 250.0|Australia|Blackberry/cassis fruit flavours with attractive tobacco leaf/cigar box notes and lovely overtones of chocolate/mocha, with a sloght hint of eucalyptus/mint character on the finish|60|Red wine|5780|750ml
Watermark2014 3Pyrenees Ridge Golden Ridge Cab Sauvignon 2011 JPEG.jpg||M0000149|Pyrenees Ridge Golden Ridge Cab Sauvignon||2011|Victoria|HK$ 130.0|Australia|Rich ripe blackberry/cassis fruit flavours with attractive tobacco leaf/cigar box notes and lovely overtones of chocolate/mocha and finished with a fine well balanced French and American oak.|176|Red wine|5781|750ml
Watermark2014 3Pyrenees Ridge Pyrenees Shiraz 2011JPEG.jpg|JH 91 |M0000150|Pyrenees Ridge Pyrenees Shiraz||2011|Victoria|HK$ 250.0|Australia|Rich, deep purple in colour and on the palate there are rich spicy plum and blackfruit flavours with a slight hint of raspberry.|55|Red wine|5782|750ml
Watermark2014 3Pyrenees Ridge Ridge Red Victorian Shiraz 2011JPEG.jpg||M0000153|Pyrenees Ridge Ridge Red Victorian Shiraz||2011|Victoria|HK$ 150.0|Australia|Rich blackberry/ plum fruit, spicy vanillin oak, overtones of chocolate/mocha on the finish.With sweet toasty oak characters and grained tannins this is a medium bodied.|39|Red wine|5783|750ml
Watermark2014 4Sorby Adams Farmers Market Cabernet Reserve 2011 JPEG.jpg||M0001088|Sorby Adams Farmers Market Cabernet Reserve||2013|Barossa|HK$ 138.0|Australia||228|Red wine|5784|750ml
Watermark2014 3Haut Corbian 2011 JPEG.jpg||M0000279|Haut Corbian|AOC|2011|St. Estephe|HK$ 188.0|France||9|Red wine|5785|750ml
Watermark2014 5Sirius Blanc 2011 375ml JPEG.jpg||M0000339|Sirius Blanc|AOC|2011|Bordeaux|HK$ 80.0|France|This cuvee is as elegant as ever, with its brilliant pale yellow hue and generous bouquet expressive of mineral notes and toasted bread, ending with tropical fruit and the heady floral notes of the Sauvignon. The palate is ample right from the attack, delicately textured with deliciously toasted flavours together with mango and pineapple notes, and evolving to an expressive, lingering finish.|145|White wine|5786|375ml
Watermark2014 9Domaine Gros Frere et Soeur Clos de Vougeot Grand Cru Musigni 2011JPEG.jpg||M0000346|Domaine G F et S Clos de Vougeot Grand Cru Musign|Grand Cru|2011|Burgundy|HK$ 999.0|France||11|Red wine|5787|750ml
Watermark2014 9Domaine Gros Frere et Soeur Richebourg Grand Cru 2011 JPEG.jpg|RP 91 |M0000349|Domaine Gros Frere et Soeur Richebourg Grand Cru|Grand Cru|2011|Burgundy|HK$ 3,300.0|France||6|Red wine|5788|750ml
||M0000350|Domaine Gros Frere et Soeur Vosne Romanee|AOC|2011|Burgundy|HK$ 599.0|France||3|Red wine|5789|750ml
||M0000569|Clos de Landiras|AOC|2011|Graves|HK$ 390.0|France||60|Red wine|5790|750ml
Watermark2014Sirius Blanc 2011jpg.jpg||M0000571|Sirius Blanc|AOC|2011|Bordeaux|HK$ 120.0|France|A brilliant, limpid pale yellow hue clothes this rich and complex wine with its notes of citrus fruit, white blossom and tropical fruits, such as mango and passion fruit. The front-of-palate is beautifully fresh, evolving to reveal generous extract and great freshness. Slightly toasty notes on the finish, which seems to go on and on. Definitely a great white wine, crafted for freshness, with the taste of Sauvignon Blanc dominating.|104|White wine|5791|750ml
||M0000603|Des Leotins|AOC|2011|Bordeaux|HK$ 68.0|France||47|Red wine|5792|375ml
||M0000604|Des Leotins|AOC|2011|Bordeaux|HK$ 180.0|France||0|Red wine|5793|1500ml
Watermark2014Domaine Des Sabines 2011jpg.jpg|WS 86-89 |M0000612|Domaine Des Sabines|AOC|2011|Lalande de Pomerol|HK$ 280.0|France|This wine has an earthy cherry nose, soft textures and sweet black cherry. This is a nice, value Bordeaux wine.|57|Red wine|5794|750ml
||M0000635|Vosne Romanee|AOC|2011|Burgundy||France||0|Red wine|5795|750ml
Watermark2014Bad Boy 2007 JPEG.jpg||M0000691|Bad Boy|AOC|2011|Bordeaux||France||2|Red wine|5796|750ml
||M0000785|Palmer Blanc|AOC|2011|Margaux|HK$ 1,380.0|France||0|White wine|5797|750ml
||M0000813|Velvety Napa Cabernet Sauvignon||2011|Napa Valley|HK$ 220.0|American||10|Red wine|5798|750ml
||M0000821|Teliani Valley Alaverdi red||2011|Georgia|HK$ 130.0|Eastern Europe||11|Red wine|5799|750ml
Watermark2014 9De Bortoli Willowglen Moscato 2012.jpg||M0000028|De Bortoli Willowglen Moscato||2012|New South Wales|HK$ 80.0|Australia||1|White wine|5800|750ml
